核准登記營業日期,縣市旅宿登記證號,類別,標章,溫泉標章,旅宿名稱,縣市,鄉鎮,郵遞區號,地址,電話或手機,傳真,房間數,電子郵件,網址
2012-06-07,臺東縣民宿461號,民宿,,否,微風家園民宿,臺東縣,臺東市,950,臺東縣臺東市建農里3鄰知本路一段765巷61號,0938-581026,089-515345,3,iufen09210427@gmail.com,http://www.wf515345.tw
2012-06-06,宜蘭縣民宿682號,民宿,,否,玉蘭山徑小木屋,宜蘭縣,大同鄉,267,宜蘭縣大同鄉松羅村玉蘭38號,0975-938778,-,5,yulan.groof@msa.hinet.net,
2012-06-04,臺東縣民宿460號,民宿,,否,三仙台民宿,臺東縣,成功鎮,961,臺東縣成功鎮成廣路42-2號,089-871920,089-871903,5,,
2012-06-01,宜蘭縣民宿681號,民宿,,否,踢被屋,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮四維路153巷17號,03-9559815,03-9557087,5,g9556112@yahoo.com.tw,
2012-05-31,臺北市旅館394號,旅館,,否,鵲絲旅店豪麗旺館,臺北市,信義區,110,臺北市信義區基隆路二段15-2號,02-23453511,02-23453896,20,holyproservice@gmail.com,https://guidehotel.com.tw/holypro-hotel/
2012-05-30,臺東縣民宿459號,民宿,,否,台東賓朗宿,臺東縣,卑南鄉,954,臺東縣卑南鄉賓朗村13鄰下賓朗路51之1號,089-222188,-,5,ronglinku@gmail.com,http://www.facebook.com/binlang51
2011-04-28,南投縣民宿502號,民宿,,否,湖悅民宿,南投縣,魚池鄉,555,南投縣魚池鄉日月村義勇街113號,049-2850002,049-2850248,5,huyue113@gmail.com,http://www.huyue.com.tw/
2012-05-24,宜蘭縣民宿679號,民宿,,否,翠堤春曉民宿,宜蘭縣,員山鄉,264,宜蘭縣員山鄉七賢村1鄰溪洲路178巷58號,03-9229919,03-9229919,4,,http://cuiti.eebnb.com/
2012-05-24,臺南市旅館256號,旅館,,否,欣悅商務旅館,臺南市,北區,704,臺南市北區西門路三段138號,06-2220118,06-2220126,12,greenpark2220118@gmail.com,
2012-05-22,苗栗縣民宿228號,民宿,,否,栗丘民宿,苗栗縣,銅鑼鄉,366,苗栗縣銅鑼鄉朝陽村1鄰朝北3-1號,0911-270367,-,2,rachelsinn31@gmail.com,
2012-05-22,臺北市旅館393號,旅館,,否,洛碁大飯店舞衣南京館,臺北市,中山區,104,臺北市中山區南京東路二段163號1-8樓,02-25035511,02-25032555,40,maihotel-nj@gwh.global,https://mainanjing.greenworldhotels.com/
2012-05-21,金門縣民宿166號,民宿,好客民宿,否,忘了飛羽居,金門縣,金沙鎮,890,金門縣金沙鎮山后52號,082-352058,-,5,visit-kinmen@hotmail.com,http://www.visit-kinmen.com
2012-05-21,宜蘭縣旅館199號,旅館,,是,靜界會館有限公司,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉玉石村公園路70巷39弄16、18、20、22號,03-9880018,03-9885728,12,a9880018@gmail.com,http://www.peacearea.com.tw/
2010-05-27,宜蘭縣民宿524號,民宿,,否,水田屋民宿,宜蘭縣,南澳鄉,272,宜蘭縣南澳鄉南澳村2鄰大通路158之1號,0928-626242,-,3,shauline8836@yahoo.com.tw,http://waterfieldhouse.weebly.com/
2012-05-14,宜蘭縣民宿674號,民宿,好客民宿,否,蘭陽溪口民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉溪濱路1段129號,0966-129433,-,5,a0989911704@gmail.com,
2012-05-14,花蓮縣民宿985號,民宿,,否,逸墅鄉村民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市民樂里忠義三街18號,03-8242729,-,3,arthouse.lai@gmail.com,
2012-05-14,花蓮縣民宿986號,民宿,好客民宿,否,璞拉漫ㄚ瑪民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市民勤里民權六街31號,0919-908809,-,4,pulamayama@gmail.com,
2012-05-14,宜蘭縣民宿677號,民宿,,否,築夢屋民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮中山路一段591號,03-9606520,03-9606530,4,chudreamhouse@yahoo.com.tw,http://chudreamhouse.okgo.tw
2012-05-11,花蓮縣民宿983號,民宿,,否,日日好民宿,花蓮縣,壽豐鄉,974,花蓮縣壽豐鄉豐裡村4鄰民生街5號,03-8655357,-,2,ayumi1698@yahoo.com.tw,
2012-05-11,花蓮縣民宿984號,民宿,,否,外婆的家民宿,花蓮縣,壽豐鄉,974,花蓮縣壽豐鄉豐裡村四維路1-6號,03-8655076,-,3,5wayhouse@gmail.com,
2012-05-10,彰化縣民宿022號,民宿,,否,永靖有田鄉村民宿,彰化縣,永靖鄉,512,彰化縣永靖鄉敦厚村9鄰洪厝巷139弄155號,04-8229059,-,4,,
2012-05-10,臺北市旅館392號,旅館,,否,薆悅酒店,臺北市,萬華區,108,臺北市萬華區西寧南路107號1至10樓,02-23753388,02-23759930,53,inhouse@inhousehotel.com,http://inhousehotel.com
2012-05-10,新北市旅館260號,旅館,,否,台北集賢商旅,新北市,蘆洲區,247,新北市蘆洲區集賢路372號,02-82813888,02-82831333,45,service@hotelg7.com.tw,http://www.hotelg7.com.tw
2012-05-08,澎湖縣民宿200號,民宿,,否,南風小路民宿,澎湖縣,馬公市,880,澎湖縣馬公市山水里22鄰珠江152之26號,0977-629773,-,5,minamikaze2012@yahoo.com.tw,
2012-05-07,宜蘭縣民宿672號,民宿,好客民宿,否,阿爾卑斯莊園,宜蘭縣,五結鄉,268,宜蘭縣五結鄉協和村親河路二段88巷37號,0905-787698,03-9504032,4,alpsbnbannie@gmail.com,http://www.anniebnb.com
2012-05-07,雲林縣民宿058號,民宿,好客民宿,否,好住民宿,雲林縣,北港鎮,651,雲林縣北港鎮仁和里公民路37號,05-7826727,-,10,manah1957@gmail.com,http://www.0932587227.com.tw
2012-05-04,宜蘭縣民宿670號,民宿,,否,簡單的幸福,宜蘭縣,五結鄉,268,宜蘭縣五結鄉協和村17鄰親河路二段291巷51弄30號,03-9605384,03-9601842,2,may0408.yu@msa.hinet.net,
2008-04-30,臺東縣民宿286號,民宿,,否,光明頂民宿,臺東縣,池上鄉,958,臺東縣池上鄉振興村振興101號,0921-642688,-,5,david97720660@gmail.com,
2012-04-30,屏東縣民宿118號,民宿,好客民宿,否,東港樂遊趣民宿,屏東縣,東港鎮,928,屏東縣東港鎮中正路2段462號,08-8337548,-,3,leo8320.leo@msa.hinet.net,http://loyofun.okgo.tw/
2012-04-30,南投縣民宿525號,民宿,,否,蔡姐的家,南投縣,集集鎮,552,南投縣集集鎮玉映里玉映巷15號,049-2764809,-,4,,
2012-04-27,臺南市旅館255號,旅館,,否,一品沅旅館,臺南市,中西區,700,臺南市中西區保安路182號2-7樓,06-2229860,06-2225301,18,silver34d@yahoo.com.tw,
2012-04-26,屏東縣旅館112號,旅館,,否,墾丁凱映輕旅,屏東縣,恆春鎮,946,"屏東縣恆春鎮恆南路22號2樓之3,之5,22號3,4,5樓",08-8892888,08-8892555,35,service@kaiying-hotel.com.tw,http://www.kaiying-hotel.com.tw/
2012-04-25,苗栗縣旅館079號,旅館,,否,F商旅三義館,苗栗縣,三義鄉,367,"苗栗縣三義鄉廣盛村復興路16-1號B1-8樓,16-2號1-8樓",037-878788,037-878789,43,fhotels.sanyi@gmail.com,http://sanyi.fhotels.com.tw/
2012-04-24,宜蘭縣民宿669號,民宿,好客民宿,否,玫瑰莊園,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉梅花路742號,03-9519146,-,5,roselodge.eland@gmail.com,
2012-04-24,臺東縣民宿454號,民宿,,否,山葡萄驛棧民宿,臺東縣,大武鄉,965,臺東縣大武鄉尚武村政通五街1巷5號,089-790005,089-792759,5,a089790008@gmail.com,
2012-04-23,高雄市旅館412號,旅館,三星級,否,薇肯商旅,高雄市,新興區,800,高雄市新興區明星街40號,07-2871568,07-2871502,57,chiuwh721@gmail.com,http://www.milordhotels.com/wecanhotel/
2012-04-20,苗栗縣民宿226號,民宿,,否,印象.泰雅渡假民宿,苗栗縣,泰安鄉,365,苗栗縣泰安鄉象鼻村1鄰象鼻39號,0911-972823,-,5,dalagang1964@gmail.com,http://dalagang.mmmtravel.com.tw/?ptype=hotel
2012-04-19,嘉義市旅館075號,旅館,,否,高橋飯店,嘉義市,西區,600,嘉義市西區自強里新民路784之1號,05-2852121,05-2365151,107,hotel.hi.2852121@gmail.com,http://www.hotelhi.com.tw
2012-04-19,嘉義縣民宿115號,民宿,,否,清風雲登民宿,嘉義縣,番路鄉,602,嘉義縣番路鄉新福村4鄰第三農場151號,05-2590011,05-2590799,3,397@yundeng.com.tw,
2012-04-19,南投縣民宿524號,民宿,好客民宿,否,熊麋鹿了幸福手作民宿,南投縣,埔里鎮,545,南投縣埔里鎮桃米里桃米巷5-8號,049-2919797,-,5,gpeko22@gmail.com,http://bear.okgo.tw/
2012-04-19,高雄市民宿065號,民宿,好客民宿,否,寧妮谷民宿,高雄市,那瑪夏區,849,高雄市那瑪夏區達卡努瓦里3鄰秀嶺巷183號,07-6701087,-,5,biung1984@gmail.com,http://www.facebook.com/ningniguesthouse/
2012-04-16,連江縣民宿024號,民宿,好客民宿,否,故鄉民宿(特色民宿),連江縣,莒光鄉,211,連江縣莒光鄉大坪村3鄰40之1號,0836-88080,0836-88036,10,abc083688080@yahoo.com.tw,http://www.matsuhometownbnb.com/
2012-04-12,新北市民宿149號,民宿,,否,九份小町民宿,新北市,瑞芳區,224,新北市瑞芳區崙頂路70號,02-24976402,-,4,makoo0618@yahoo.co.jp,
2012-04-10,金門縣民宿121號,民宿,,否,金西小站,金門縣,金寧鄉,892,金門縣金寧鄉盤山村前厝28號,082-327979,-,5,,
2012-04-06,苗栗縣民宿225號,民宿,,否,譚家園民宿,苗栗縣,南庄鄉,353,苗栗縣南庄鄉田美村2鄰田美23-7號,0912-295188,-,3,susantan3@yahoo.com,
2012-04-05,宜蘭縣旅館198號,旅館,三星級,否,歐遊精品旅館宜蘭分館,宜蘭縣,宜蘭市,260,宜蘭縣宜蘭市宜興路三段185號,03-9281133,05-5517755,27,service@allurmotel.com,http://WWW.ALLURMOTEL.COM
2012-04-03,宜蘭縣旅館197號,旅館,,是,綠動湯泉原宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉玉石村公園路85號,03-9871158,03-9871157,15,green.lifespa@msa.hinet.net,http://www.lygreenlife.com
2012-04-03,南投縣旅館101號,旅館,,否,日月潭淶滬文旅酒店,南投縣,魚池鄉,555,南投縣魚池鄉水社村中山路105號,049-2855155,049-2856560,154,hotelleisuregroup@gmail.com,
2012-04-03,新北市旅館259號,旅館,,否,集璦飯店,新北市,中和區,235,新北市中和區中正路776號,02-66202888,02-66207888,77,service@geight.com.tw,http://geight.com.tw
2012-04-03,嘉義縣旅館048號,旅館,,否,夢想家國際大飯店,嘉義縣,布袋鎮,625,嘉義縣布袋鎮新北路22號,05-3472755,05-3475907,98,dreamerhotel@gmail.com,http://www.dreamerhotel.com.tw
2012-04-02,宜蘭縣旅館196號,旅館,,否,全美旅社,宜蘭縣,宜蘭市,260,宜蘭縣宜蘭市和睦路28之5號6樓、28之6號7樓,03-9323195,03-9366885,11,youjaichi@yahoo.com.tw,
2012-03-30,臺東縣民宿452號,民宿,,否,草莓牛奶台東民宿,臺東縣,臺東市,950,臺東縣臺東市民安街67號,089-332686,-,5,ab601020@gmail.com,
2012-03-30,臺中市旅館294號,旅館,,否,豪爵大飯店台中館,臺中市,西區,403,臺中市西區五權路1-23號,04-23729000,04-23752288,101,metrotaichung@gmail.com,http://metrotaichung-hotel.tw
2012-03-30,臺東縣民宿450號,民宿,,否,瑪吉外宿民宿,臺東縣,臺東市,950,臺東縣臺東市志航路1段412巷17弄31號,0933-390398,-,4,maji1010101@kimo.com,
2012-03-29,新北市旅館258號,旅館,,否,成旅晶贊飯店台北蘆洲,新北市,蘆洲區,247,"新北市蘆洲區中山一路8號6,8-15樓",02-22855799,02-22853358,140,service@parkcthotel.com,http://www.parkcthotel.com/luzhou-taipei/index.php
2012-03-28,花蓮縣旅館125號,旅館,,否,凱悅精典旅店,花蓮縣,花蓮市,970,花蓮縣花蓮市民族里9鄰福建街516號,03-8315877,-,34,,
2009-06-26,宜蘭縣民宿457號,民宿,,否,稻民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉武淵村武淵一路56號,03-9606677,03-9502601,5,dao9606677@hotmail.com.tw,
2012-03-28,宜蘭縣民宿663號,民宿,,否,７９會館,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉柯林村柯林新路79號,0937-009585,02-26821918,4,rich1215323@gmail.com,https://www.79-villa.com/
2012-03-23,金門縣民宿120號,民宿,好客民宿,否,順天旅店,金門縣,金城鎮,893,金門縣金城鎮歐厝60號,082-371727,-,3,g371727@gmail.com,
2012-03-23,雲林縣旅館074號,旅館,,否,天上人間精品旅館,雲林縣,斗六市,640,雲林縣斗六市北平路102號,05-5322111,05-5325257,27,pp5322111@yahoo.com.tw,http://paradiseyard.com.tw
2012-03-21,臺東縣民宿447號,民宿,,否,百分百民宿,臺東縣,臺東市,950,臺東縣臺東市新站三街100號,089-229776,089-232809,5,taitung.lipin@seed.net.tw,http://lipin.okgo.tw/
2012-03-19,臺東縣民宿446號,民宿,,否,東河民宿,臺東縣,東河鄉,959,臺東縣東河鄉東河村南東河60號,089-896259,-,5,surffella88@yahoo.com.tw,http://donghe.taitungbnb.com/
2012-03-19,臺東縣民宿445號,民宿,好客民宿,否,樂活首都茉莉民宿,臺東縣,東河鄉,959,臺東縣東河鄉興昌村興隆14-1號,089-541251,-,5,,
2012-03-19,新竹縣民宿052號,民宿,,否,永茂森林山莊民宿,新竹縣,北埔鄉,314,新竹縣北埔鄉外坪村焿寮坪3-1號,03-5804807,-,1,pcg459@yahoo.com.tw,
2012-03-16,宜蘭縣民宿661號,民宿,,否,時尚風華精品民宿,宜蘭縣,三星鄉,266,宜蘭縣三星鄉大洲村大洲一路125號,0975-025727,-,4,fashionmania125@gmail.com,
2009-01-22,澎湖縣旅館043號,旅館,,否,澎湖海悅飯店,澎湖縣,馬公市,880,澎湖縣馬公市重慶里民福路75號1-10樓,06-9269166,-,54,hai.yue@msa.hinet.net,
2012-03-15,新北市旅館257號,旅館,,是,矽谷溫泉會館,新北市,新店區,231,新北市新店區中正路491之1號,02-22180101,02-22183328,132,res@ntphotel.com,http://www.ntphotel.com/
2012-03-14,臺東縣民宿444號,民宿,,否,紅瓦厝民宿,臺東縣,東河鄉,959,臺東縣東河鄉都蘭村18鄰都蘭57-3號,089-530318,089-530318,5,,
2012-03-12,南投縣旅館100號,旅館,,否,今埔里大飯店,南投縣,埔里鎮,545,南投縣埔里鎮同聲里4鄰南興街79號,049-2422088,049-2422199,60,rsvn@puli-hotel.com.tw,http://www.puli-hotel.com.tw
2012-03-12,澎湖縣民宿199號,民宿,,否,初夏水岸民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉成功村1鄰港底1之15號,06-9214035,-,3,carolwu1980@gmail.com,
2012-03-12,澎湖縣民宿198號,民宿,,否,衫之林民宿,澎湖縣,馬公市,880,澎湖縣馬公市鎖港里鎖管港1246號,06-9950890,06-9950830,5,1246ibali@gmail.com,https://ibali.okgo.tw/room.html#menu
2012-03-09,交觀宿字第1549號,一般觀光旅館,,否,阿里山賓館(現代館),嘉義縣,阿里山鄉,605,嘉義縣阿里山鄉香林村16-1號,05-2679811,05-2679596,104,service@alishanhouse.com.tw,
2012-03-09,宜蘭縣民宿659號,民宿,,否,羅東多倫多民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮新群里富農路三段150巷47號,0975-790952,-,4,a0975790952@gmail.com,
2012-03-09,花蓮縣民宿976號,民宿,好客民宿,否,法札納民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市主權里德安一街5號,03-8339808,-,3,fazhana71@yahoo.com.tw,
2012-03-06,南投縣民宿521號,民宿,,否,伊露民宿,南投縣,仁愛鄉,546,南投縣仁愛鄉新生村山林巷116號,049-2941672,049-2941672,4,iv0275@yahoo.com.tw,
2012-03-06,高雄市旅館410號,旅館,,否,印水涵汽車旅館,高雄市,湖內區,829,高雄市湖內區湖中路165號,07-6998800,07-6997075,31,,
2012-03-05,桃園市民宿027號,民宿,好客民宿,否,和風山莊,桃園市,復興區,336,桃園市復興區華陵村10鄰巴陵160號,03-3912738,-,5,hefong.villa@gmail.com,
2012-03-02,臺東縣民宿443號,民宿,,否,水沿一線民宿,臺東縣,長濱鄉,962,臺東縣長濱鄉長濱村1鄰田組1之5號,089-832868,089-832868,4,desmondtung@gmail.com,
2012-03-02,臺東縣民宿442號,民宿,好客民宿,否,四季春民宿,臺東縣,卑南鄉,954,臺東縣卑南鄉泰安村泰安344號,089-382912,089-382912,1,a0972851952@gmail.com,
2012-03-01,苗栗縣民宿224號,民宿,好客民宿,否,慕農客民宿,苗栗縣,公館鄉,363,苗栗縣公館鄉開礦村1鄰開礦22-10號,037-223579,-,4,u124x40@yahoo.com.tw,
2012-03-01,澎湖縣民宿197號,民宿,,否,沐夏風情民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里3鄰四維路291號,06-9273630,06-9269877,5,x069273630@yahoo.com.tw,
2012-02-29,屏東縣民宿117號,民宿,,否,裕景田園民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮一心路102號,08-8893153,-,3,t120696161@yahoo.com.tw,
2012-02-24,臺東縣民宿439號,民宿,,否,觀山星海民宿,臺東縣,成功鎮,961,臺東縣成功鎮信義里20鄰都歷路277之8號,089-841587,-,5,h30888et@yahoo.com.tw,http://t089841587.pixnet.net/blog
2012-02-24,南投縣旅館099號,旅館,,否,晶澤別館,南投縣,魚池鄉,555,南投縣魚池鄉日月村文化街110號,049-7008188,049-2850310,6,service@thecrystal.com.tw,
2012-02-24,南投縣民宿520號,民宿,好客民宿,否,蔓條絲裡~浮田小屋,南投縣,魚池鄉,555,南投縣魚池鄉武登村協力巷1-7號,049-2861483,-,3,tou_shie@yahoo.com.tw,
2012-02-23,宜蘭縣民宿656號,民宿,好客民宿,否,畢卡索民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉錦眾村五結路一段180號,03-9502046,-,5,g9502046@gmail.com,https://picasso.iibnb.com/
2012-02-22,苗栗縣民宿223號,民宿,,否,遇見台灣百合,苗栗縣,三灣鄉,352,苗栗縣三灣鄉銅鏡村7鄰大銅鑼圈69-11號,037-834256,-,1,lis.99@yahoo.com.tw,https://www.facebook.com/taiwanlilyhome
2004-09-01,高雄市民宿013號,民宿,好客民宿,否,梅蘭山莊,高雄市,桃源區,848,高雄市桃源區梅蘭里南橫公路五段222號,07-6866039,07-6866269,5,,
2012-02-21,雲林縣旅館073號,旅館,,否,神農大飯店,雲林縣,古坑鄉,646,雲林縣古坑鄉草嶺村草嶺18號,05-5831305,05-5831178,5,,
2012-02-16,臺東縣民宿437號,民宿,好客民宿,否,油桐花坊民宿,臺東縣,成功鎮,961,臺東縣成功鎮忠孝里美山路1-2號,089-871233,089-871232,5,tungoil.cafes@yeze.com.tw,
2012-02-16,新竹縣民宿049號,民宿,,否,愛上喜翁民宿,新竹縣,五峰鄉,311,新竹縣五峰鄉竹林村4鄰忠興93號,03-5856168,-,1,loveom108@yahoo.com.tw,
2004-04-07,臺北市旅館078號,旅館,,否,台北世聯商旅,臺北市,中山區,104,臺北市中山區松江路90巷5號1至7樓,02-25626161,02-25626448,44,tpac@linkworldhotel.com.tw,https://tp.linkworldhotel.com.tw
2012-02-15,高雄市旅館408號,旅館,,否,花鄉戀館楠梓店,高雄市,楠梓區,811,高雄市楠梓區興泰街55號,07-3659921,07-3659068,26,kin.leng@msa.hinet.net,
2012-02-15,臺東縣民宿435號,民宿,,否,內太空民宿,臺東縣,綠島鄉,951,臺東縣綠島鄉南寮村南寮10號,089-671205,-,5,,
2012-02-14,南投縣民宿519號,民宿,,否,明湖采堤渡假館,南投縣,魚池鄉,555,南投縣魚池鄉水社村15鄰名勝街15-1號,049-2856518,049-2856519,5,sh521220@yahoo.com.tw,
2012-02-13,臺南市旅館254號,旅館,,否,嵐茵鐵道旅館,臺南市,北區,704,臺南市北區公園里成功路2號12樓之21～58,06-2213200,06-2203291,33,hotela708@gmail.com,
2012-02-12,宜蘭縣民宿655號,民宿,好客民宿,否,金洙椏休閒民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉協和村1鄰協和中路17-27號,03-9506727,-,5,jin.zhu.ya@gmail.com,
2012-02-08,臺東縣民宿433號,民宿,好客民宿,否,上善德雅花園民宿,臺東縣,東河鄉,959,臺東縣東河鄉都蘭村45鄰新社3-6號,0928-614887,089-530436,5,gato1986117@gmail.com,
2012-02-08,臺東縣民宿432號,民宿,好客民宿,否,小貓兩3隻民宿,臺東縣,臺東市,950,臺東縣臺東市中興路二段90號,089-232012,089-324859,4,2or3kittens@gmail.com,http://www.facebook.com/kittensbnb
2012-02-02,臺南市旅館253號,旅館,,否,大吉商務旅館,臺南市,安南區,709,臺南市安南區新順里安和路二段217號4樓之2,06-3570033,06-3563213,7,,
2004-03-04,南投縣旅館021號,旅館,,否,合盟科技飯店,南投縣,南投市,540,南投縣南投市三和一路6號6樓,049-2229161,049-2236570,6,nthotel106@gmail.com,
2012-01-30,澎湖縣民宿195號,民宿,,否,尚和民宿,澎湖縣,馬公市,880,澎湖縣馬公市東衛里7鄰東衛71之12號,06-9221318,06-9219196,3,zd5513@ms55.hinet.net,
2012-01-30,連江縣民宿023號,民宿,,否,好望角景觀民宿,連江縣,南竿鄉,209,連江縣南竿鄉福沃村98號,0836-25868,-,2,,
2012-01-20,宜蘭縣民宿653號,民宿,,否,英倫‧印度,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮月眉路519巷20號,0911-218256,-,1,,
2012-01-19,高雄市民宿064號,民宿,,否,大樹南瓜屋-義大別莊,高雄市,大樹區,840,高雄市大樹區三和里學城路一段8巷86號,07-7515754,07-7515754,4,mewawa@gmail.com,http://dashu-punkinhouse.com
2012-01-19,臺中市旅館292號,旅館,,否,艾菲爾文化旅店,臺中市,梧棲區,435,臺中市梧棲區臨港路四段298號,04-26577577,04-26579790,28,affairmotel@gmail.com,
2012-01-19,屏東縣民宿116號,民宿,,否,逍遙山莊,屏東縣,泰武鄉,921,屏東縣泰武鄉老潭巷35號,08-7920222,08-7920160,5,a7920160@yahoo.com.tw,
2012-01-19,臺北市旅館389號,旅館,,否,香樹花園酒店,臺北市,中山區,104,臺北市中山區堤頂大道二段566號1樓、2樓、4 樓（四層至六層）、7樓（七層至十一層）,02-85023955,02-85020688,84,saura@saurahotel.com.tw,http://www.saurahotel.com.tw
2012-01-18,花蓮縣民宿973號,民宿,,否,白兔先生民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市國威里大同街48號,03-8322733,03-8322733,5,vivianjill333@hotmail.com,
2012-01-18,南投縣民宿518號,民宿,,否,凡賽斯高山民宿,南投縣,仁愛鄉,546,南投縣仁愛鄉大同村壽亭巷31-2號,049-2801519,049-2801539,5,vansecj@yahoo.com.tw,
2012-01-16,苗栗縣民宿222號,民宿,,否,花露民宿,苗栗縣,卓蘭鎮,369,苗栗縣卓蘭鎮西坪里4鄰西坪43-3號,04-25898565,04-25898525,2,flowers.chen@msa.hinet.net,
2012-01-16,宜蘭縣民宿651號,民宿,,否,礁溪象園民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉白雲村白雲二路151巷33號,03-9882534,03-9880547,5,la310528@hotmail.com,
2012-01-06,宜蘭縣民宿646號,民宿,,否,黑面琵鷺,宜蘭縣,三星鄉,266,宜蘭縣三星鄉大隱中路59巷7號,03-9899485,-,5,sponbillfamily@yahoo.com.tw,http://spoonbill.yilanhomestay.tw/
2012-01-16,花蓮縣民宿971號,民宿,,否,樂山民宿,花蓮縣,秀林鄉,972,花蓮縣秀林鄉崇德村3鄰崇德198之13號,03-8621215,-,5,,
2012-01-16,宜蘭縣民宿652號,民宿,好客民宿,否,公園６１號民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮忠孝新村61號,0952-815100,-,2,vernnica815@gmail.com,
2012-01-13,嘉義市旅館073號,旅館,,否,香湖國際大飯店,嘉義市,西區,600,嘉義市西區友忠路559號B1至9樓,05-2311999,05-2311699,127,sh999@hotmail.com.tw,
1969-06-26,高雄市旅館187號,旅館,,否,麗馨麗登精品商旅七賢館,高雄市,前金區,801,高雄市前金區市中一路229號1、3~8樓,07-2219911,07-2727158,42,hsaio2003@gmail.com,
2012-01-12,宜蘭縣民宿650號,民宿,,否,月眉636民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮月眉路636號,0938-199320,-,4,s0982061999@gmail.com,
2012-01-12,臺東縣民宿429號,民宿,好客民宿,否,358民宿,臺東縣,臺東市,950,臺東縣臺東市臨海路三段358號,089-353939,089-348242,5,k2236985@gmail.com,
2012-01-06,宜蘭縣民宿648號,民宿,,否,采亨民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮東安里3鄰中山路二段87號,03-9605347,03-9605548,4,xh9605347@gmail.com,https://www.facebook.com/xh9506062
2012-01-06,宜蘭縣民宿647號,民宿,,否,綠禾豐民宿,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮新群里7鄰富農路三段60巷2號,0912-298082,03-9508471,1,yufeng16882011@gmail.com,
2012-01-12,苗栗縣民宿221號,民宿,好客民宿,否,苗栗松鶴陶然居民宿,苗栗縣,公館鄉,363,苗栗縣公館鄉仁安村9鄰仁安118-7號,0932-625075,04-22469452,3,chwiyn1183@yahoo.com.tw,
2012-01-10,臺北市旅館387號,旅館,,否,西門航棧旅館,臺北市,萬華區,108,"臺北市萬華區中華路一段144號7-8樓,7樓之1,8樓之1",02-23880777,02-23881234,38,ximenairlinehotel@gmail.com,
2012-01-06,宜蘭縣民宿649號,民宿,,否,依依不捨民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉協和村親河路二段103巷1弄3號,0918-573892,-,4,dayandnight100@hotmail.com.tw,
2012-01-09,新北市民宿147號,民宿,,否,美術行館民宿,新北市,三芝區,252,新北市三芝區茂長里芝柏路38號,02-26363466,02-26360051,3,,
2012-01-09,屏東縣民宿113號,民宿,,否,微光晨曦民宿,屏東縣,琉球鄉,929,屏東縣琉球鄉中正路170-6號,0987-463866,-,2,freya060866@yahoo.com.tw,
2012-01-09,苗栗縣民宿218號,民宿,,否,薄霧館民宿,苗栗縣,三義鄉,367,苗栗縣三義鄉廣盛村41鄰八股路館前8巷1-2號,0975-765910,-,4,misty.hills@msa.hinet.net,
2012-01-09,屏東縣民宿114號,民宿,,否,旺福民宿,屏東縣,琉球鄉,929,屏東縣琉球鄉三民路83-5號,08-8613348,-,4,jsktp9154@gmail.com,https://www.facebook.com/people/%E5%B0%8F%E7%90%89%E7%90%83%E6%97%BA%E7%A6%8F%E5%BA%AD%E5%9C%92%E6%B0%91%E5%AE%BF/100064225443804/
2008-12-09,高雄市民宿052號,民宿,,否,布農星宿民宿,高雄市,桃源區,848,高雄市桃源區寶山里寶山巷19-8號,07-7352259,07-7320429,5,,
2004-09-14,臺北市旅館262號,旅館,,否,瑞沂國際飯店,臺北市,中山區,104,臺北市中山區松江路95-1號5樓,0911-141111,02-25052321,10,,
2008-07-07,澎湖縣民宿137號,民宿,,否,觀星海民宿,澎湖縣,馬公市,880,澎湖縣馬公市前寮里7鄰前寮33之17號,06-9221916,-,4,seestarsea@gmail.com,
2012-01-05,金門縣民宿117號,民宿,,否,成功民宿,金門縣,金湖鎮,891,金門縣金湖鎮正義里成功123-2號,082-333996,082-336228,5,migle123@yahoo.com.tw,http://www.facebook.com/kmbedandbreakfast
